x, true, terminal, branch, branch, dgm, bsde
-2.676767676767676907e+00,-9.685306988827222519e-01,-9.356417590466012957e-01,-9.642395973205566406e-01,-9.666540026664733887e-01,-9.678839445114135742e-01,-9.654332995414733887e-01
-2.575757575757575690e+00,-9.653019537250795423e-01,-9.292849879728563023e-01,-9.608254432678222656e-01,-9.635659456253051758e-01,-9.646813273429870605e-01,-9.618835449218750000e-01
-2.474747474747474918e+00,-9.617550208572679393e-01,-9.223524539165752767e-01,-9.570968747138977051e-01,-9.602438807487487793e-01,-9.611622095108032227e-01,-9.581208229064941406e-01
-2.373737373737373701e+00,-9.578613381588951814e-01,-9.148025989384116485e-01,-9.530204534530639648e-01,-9.566606283187866211e-01,-9.572973251342773438e-01,-9.541482925415039062e-01
-2.272727272727272929e+00,-9.535903724713563623e-01,-9.065929952831678351e-01,-9.485615491867065430e-01,-9.527821540832519531e-01,-9.530553817749023438e-01,-9.499353170394897461e-01
-2.171717171717171713e+00,-9.489096120446036675e-01,-8.976807964919297778e-01,-9.436837434768676758e-01,-9.485638737678527832e-01,-9.484031796455383301e-01,-9.454092979431152344e-01
-2.070707070707070940e+00,-9.437845920034724223e-01,-8.880232903802530720e-01,-9.383516311645507812e-01,-9.439513087272644043e-01,-9.433053135871887207e-01,-9.404581189155578613e-01
-1.969696969696969724e+00,-9.381789605552341982e-01,-8.775785610137869508e-01,-9.325310587882995605e-01,-9.388768076896667480e-01,-9.377249479293823242e-01,-9.349510073661804199e-01
-1.868686868686868952e+00,-9.320545945218006167e-01,-8.663062641061465285e-01,-9.261924624443054199e-01,-9.332591891288757324e-01,-9.316228628158569336e-01,-9.287694096565246582e-01
-1.767676767676767735e+00,-9.253717735395832200e-01,-8.541685164650849593e-01,-9.193124771118164062e-01,-9.270041584968566895e-01,-9.249591827392578125e-01,-9.218450784683227539e-01
-1.666666666666666519e+00,-9.180894228446747629e-01,-8.411308951190847871e-01,-9.118766784667968750e-01,-9.200048446655273438e-01,-9.176926612854003906e-01,-9.141856431961059570e-01
-1.565656565656565746e+00,-9.101654348468950495e-01,-8.271635355338109452e-01,-9.038810729980468750e-01,-9.121472239494323730e-01,-9.097813367843627930e-01,-9.058650135993957520e-01
-1.464646464646464530e+00,-9.015570795682006366e-01,-8.122423109451795131e-01,-8.953300714492797852e-01,-9.033176302909851074e-01,-9.011831283569335938e-01,-8.969780206680297852e-01
-1.363636363636363757e+00,-8.922215133344686411e-01,-7.963500664977807286e-01,-8.862277865409851074e-01,-8.934171795845031738e-01,-8.918563723564147949e-01,-8.875839114189147949e-01
-1.262626262626262541e+00,-8.821163937059646187e-01,-7.794778729544306062e-01,-8.765546083450317383e-01,-8.823837041854858398e-01,-8.817596435546875000e-01,-8.776732683181762695e-01
-1.161616161616161769e+00,-8.712006063473584083e-01,-7.616262557896031904e-01,-8.662223815917968750e-01,-8.702254295349121094e-01,-8.708532452583312988e-01,-8.671665191650390625e-01
-1.060606060606060552e+00,-8.594351062191103452e-01,-7.428063472356177810e-01,-8.550087213516235352e-01,-8.570624589920043945e-01,-8.590990304946899414e-01,-8.559421300888061523e-01
-9.595959595959593358e-01,-8.467838709949191411e-01,-7.230409022118411411e-01,-8.424959182739257812e-01,-8.431657552719116211e-01,-8.464618921279907227e-01,-8.438562154769897461e-01
-8.585858585858590075e-01,-8.332149589077775254e-01,-7.023651150255777464e-01,-8.281291723251342773e-01,-8.289378881454467773e-01,-8.329094052314758301e-01,-8.307598233222961426e-01
-7.575757575757577911e-01,-8.187016563211348963e-01,-6.808271732785295960e-01,-8.115817308425903320e-01,-8.147319555282592773e-01,-8.184146881103515625e-01,-8.165141940116882324e-01
-6.565656565656565746e-01,-8.032236923546069995e-01,-6.584884894025206936e-01,-7.934144735336303711e-01,-8.004539608955383301e-01,-8.029564023017883301e-01,-8.010452985763549805e-01
-5.555555555555553582e-01,-7.867684891624728838e-01,-6.354235592583606929e-01,-7.752602100372314453e-01,-7.853372693061828613e-01,-7.865213155746459961e-01,-7.844446897506713867e-01
-4.545454545454550299e-01,-7.693324074430361037e-01,-6.117194114071614619e-01,-7.583085298538208008e-01,-7.688046693801879883e-01,-7.691051363945007324e-01,-7.670328617095947266e-01
-3.535353535353538135e-01,-7.509219381102776314e-01,-5.874746295981817523e-01,-7.384049892425537109e-01,-7.513762712478637695e-01,-7.507142424583435059e-01,-7.492237687110900879e-01
-2.525252525252525970e-01,-7.315547836209173038e-01,-5.627979536943824579e-01,-7.187727689743041992e-01,-7.329301834106445312e-01,-7.313672900199890137e-01,-7.311719059944152832e-01
-1.515151515151513806e-01,-7.112607671809705323e-01,-5.378064890731509839e-01,-7.022765278816223145e-01,-7.137346267700195312e-01,-7.110959887504577637e-01,-7.124803066253662109e-01
-5.050505050505016413e-02,-6.900825059609518863e-01,-5.126235794300749715e-01,-6.842870712280273438e-01,-6.922651529312133789e-01,-6.899451017379760742e-01,-6.924366950988769531e-01
5.050505050505016413e-02,-6.680757864594759621e-01,-4.873764205699250285e-01,-6.640885472297668457e-01,-6.692248582839965820e-01,-6.679730415344238281e-01,-6.708276867866516113e-01
1.515151515151513806e-01,-6.453095869856093625e-01,-4.621935109268490161e-01,-6.413453817367553711e-01,-6.463953852653503418e-01,-6.452510952949523926e-01,-6.483628153800964355e-01
2.525252525252525970e-01,-6.218657042259895240e-01,-4.372020463056175421e-01,-6.167249679565429688e-01,-6.238383054733276367e-01,-6.218624114990234375e-01,-6.256693601608276367e-01
3.535353535353538135e-01,-5.978379578630850233e-01,-4.125253704018181922e-01,-5.919266343116760254e-01,-6.007103919982910156e-01,-5.979007482528686523e-01,-6.025434732437133789e-01
4.545454545454541417e-01,-5.733309684611744839e-01,-3.882805885928387046e-01,-5.677326321601867676e-01,-5.765442252159118652e-01,-5.734686851501464844e-01,-5.788696408271789551e-01
5.555555555555553582e-01,-5.484585279732769880e-01,-3.645764407416393071e-01,-5.438869595527648926e-01,-5.515701174736022949e-01,-5.486766695976257324e-01,-5.549470782279968262e-01
6.565656565656565746e-01,-5.233416073550930525e-01,-3.415115105974793064e-01,-5.199186205863952637e-01,-5.261198282241821289e-01,-5.236407518386840820e-01,-5.309419631958007812e-01
7.575757575757577911e-01,-4.981060696641055885e-01,-3.191728267214703485e-01,-4.955055117607116699e-01,-5.004504323005676270e-01,-4.984816610813140869e-01,-5.066921710968017578e-01
8.585858585858581193e-01,-4.728801773525945773e-01,-2.976348849744224756e-01,-4.706601500511169434e-01,-4.748625159263610840e-01,-4.733225405216217041e-01,-4.819688200950622559e-01
9.595959595959593358e-01,-4.477919971348235384e-01,-2.769590977881588589e-01,-4.456273913383483887e-01,-4.495770335197448730e-01,-4.482876658439636230e-01,-4.567493796348571777e-01
1.060606060606060552e+00,-4.229668132462266472e-01,-2.571936527643822190e-01,-4.206896424293518066e-01,-4.246747493743896484e-01,-4.235003888607025146e-01,-4.312714636325836182e-01
1.161616161616161769e+00,-3.985246592997194748e-01,-2.383737442103967541e-01,-3.960734009742736816e-01,-4.001813530921936035e-01,-3.990809917449951172e-01,-4.059213697910308838e-01
1.262626262626262097e+00,-3.745780703489914876e-01,-2.205221270455695048e-01,-3.719477653503417969e-01,-3.761388957500457764e-01,-3.751444220542907715e-01,-3.811176419258117676e-01
1.363636363636363313e+00,-3.512301411319884714e-01,-2.036499335022193269e-01,-3.484459817409515381e-01,-3.526143729686737061e-01,-3.517976701259613037e-01,-3.572310507297515869e-01
1.464646464646464530e+00,-3.285729554602472291e-01,-1.877576890548205424e-01,-3.256864249706268311e-01,-3.296862840652465820e-01,-3.291381299495697021e-01,-3.344988822937011719e-01
1.565656565656565746e+00,-3.066864274922663225e-01,-1.728364644661890548e-01,-3.037793040275573730e-01,-3.074392676353454590e-01,-3.072513937950134277e-01,-3.129686713218688965e-01
1.666666666666666963e+00,-2.856375705089440054e-01,-1.588691048809151019e-01,-2.828136086463928223e-01,-2.859684824943542480e-01,-2.862099707126617432e-01,-2.925162613391876221e-01
1.767676767676767291e+00,-2.654801849962068472e-01,-1.458314835349151517e-01,-2.628408074378967285e-01,-2.653805613517761230e-01,-2.660722732543945312e-01,-2.729462385177612305e-01
1.868686868686868507e+00,-2.462549371547654298e-01,-1.336937358938535825e-01,-2.438755035400390625e-01,-2.457792311906814575e-01,-2.468825578689575195e-01,-2.541058361530303955e-01
1.969696969696969724e+00,-2.279897826742608991e-01,-1.224214389862130492e-01,-2.259114086627960205e-01,-2.272438704967498779e-01,-2.286708652973175049e-01,-2.359432876110076904e-01
2.070707070707070940e+00,-2.107006793915972009e-01,-1.119767096197469280e-01,-2.089372128248214722e-01,-2.098134309053421021e-01,-2.114536762237548828e-01,-2.184957265853881836e-01
2.171717171717171269e+00,-1.943925263783632951e-01,-1.023192035080702222e-01,-1.929406225681304932e-01,-1.934864819049835205e-01,-1.952351629734039307e-01,-2.018426656723022461e-01
2.272727272727272485e+00,-1.790602656600572828e-01,-9.340700471683216488e-02,-1.779065132141113281e-01,-1.782318055629730225e-01,-1.800082474946975708e-01,-1.860645860433578491e-01
2.373737373737373701e+00,-1.646900854035795447e-01,-8.519740106158840698e-02,-1.638132482767105103e-01,-1.640013903379440308e-01,-1.657561212778091431e-01,-1.712182015180587769e-01
2.474747474747474918e+00,-1.512606690680261545e-01,-7.764754608342477882e-02,-1.506334841251373291e-01,-1.507409065961837769e-01,-1.524538248777389526e-01,-1.573281139135360718e-01
2.575757575757575246e+00,-1.387444426923092333e-01,-7.071501202714369771e-02,-1.383348852396011353e-01,-1.383965313434600830e-01,-1.400698423385620117e-01,-1.443890631198883057e-01
2.676767676767676463e+00,-1.271087812451697774e-01,-6.435824095339870432e-02,-1.268824338912963867e-01,-1.269171237945556641e-01,-1.285673081874847412e-01,-1.323714107275009155e-01
2.777777777777777679e+00,-1.163171439776559679e-01,-5.853690287436791317e-02,-1.162398234009742737e-01,-1.162549108266830444e-01,-1.179055720567703247e-01,-1.212274208664894104e-01
2.878787878787878896e+00,-1.063301173604588312e-01,-5.321217077391104944e-02,-1.063694208860397339e-01,-1.063656657934188843e-01,-1.080412641167640686e-01,-1.109020113945007324e-01
2.979797979797979224e+00,-9.710635201123690718e-02,-4.834692271989782242e-02,-9.723274409770965576e-02,-9.720706939697265625e-02,-9.892960637807846069e-02,-1.013388782739639282e-01
3.080808080808081328e+00,-8.860338674827428207e-02,-4.390588114993898561e-02,-8.879096806049346924e-02,-8.873931318521499634e-02,-9.052488207817077637e-02,-9.248685091733932495e-02
3.181818181818181657e+00,-8.077835842402419919e-02,-3.985569894588969486e-02,-8.100457489490509033e-02,-8.092387020587921143e-02,-8.278160542249679565e-02,-8.429937809705734253e-02
3.282828282828281985e+00,-7.358860048952742261e-02,-3.616500122018773133e-02,-7.383392751216888428e-02,-7.372368127107620239e-02,-7.565488666296005249e-02,-7.673645019531250000e-02
3.383838383838384090e+00,-6.699213639565843037e-02,-3.280439090994280438e-02,-6.723986566066741943e-02,-6.710252165794372559e-02,-6.910102069377899170e-02,-6.976161897182464600e-02
3.484848484848484418e+00,-6.094807607924501713e-02,-2.974642538407418213e-02,-6.118395179510116577e-02,-6.102514266967773438e-02,-6.307782232761383057e-02,-6.334187090396881104e-02
3.585858585858586522e+00,-5.541692506777162741e-02,-2.696557036809021923e-02,-5.562867969274520874e-02,-5.545726418495178223e-02,-5.754483863711357117e-02,-5.744538828730583191e-02
3.686868686868686851e+00,-5.036081632925176743e-02,-2.443813661833271755e-02,-5.053837969899177551e-02,-5.036529153585433960e-02,-5.246367305517196655e-02,-5.204183608293533325e-02
3.787878787878787179e+00,-4.574367505102172604e-02,-2.214220395813215614e-02,-4.587892815470695496e-02,-4.571643844246864319e-02,-4.779800027608871460e-02,-4.710292443633079529e-02
3.888888888888889284e+00,-4.153132619455168761e-02,-2.005753653785036228e-02,-4.161811992526054382e-02,-4.147896915674209595e-02,-4.351362213492393494e-02,-4.260069504380226135e-02
3.989898989898989612e+00,-3.769155406487795235e-02,-1.816549250715565611e-02,-3.772576525807380676e-02,-3.762210160493850708e-02,-3.957852348685264587e-02,-3.850771114230155945e-02
4.090909090909089940e+00,-3.419412235356683594e-02,-1.644893069341796243e-02,-3.417388722300529480e-02,-3.411611169576644897e-02,-3.596285730600357056e-02,-3.479715436697006226e-02
4.191919191919192045e+00,-3.101076224297150130e-02,-1.489211636326032151e-02,-3.093629516661167145e-02,-3.093250654637813568e-02,-3.263884782791137695e-02,-3.144192323088645935e-02
4.292929292929292373e+00,-2.811513525764969268e-02,-1.348062770084584860e-02,-2.798876166343688965e-02,-2.804411575198173523e-02,-2.958077751100063324e-02,-2.841509878635406494e-02
4.393939393939394478e+00,-2.548277666038978317e-02,-1.220126426063605773e-02,-2.530890703201293945e-02,-2.542540803551673889e-02,-2.676484920084476471e-02,-2.569005824625492096e-02
4.494949494949494806e+00,-2.309102434581139507e-02,-1.104195833749471722e-02,-2.287611737847328186e-02,-2.305201254785060883e-02,-2.416909486055374146e-02,-2.324062213301658630e-02
4.595959595959595134e+00,-2.091893740338868213e-02,-9.991689936208025813e-03,-2.067101188004016876e-02,-2.090144157409667969e-02,-2.177341841161251068e-02,-2.104111015796661377e-02
4.696969696969697239e+00,-1.894720781489001027e-02,-9.040405808933116294e-03,-1.867594011127948761e-02,-1.895247772336006165e-02,-1.955919340252876282e-02,-1.906745135784149170e-02
4.797979797979797567e+00,-1.715806812312065111e-02,-8.178942856282123142e-03,-1.687425002455711365e-02,-1.718554273247718811e-02,-1.750942133367061615e-02,-1.729649305343627930e-02
4.898989898989899672e+00,-1.553519735940661617e-02,-7.398956049719629391e-03,-1.525088213384151459e-02,-1.558267604559659958e-02,-1.560858171433210373e-02,-1.570727489888668060e-02
5.000000000000000000e+00,-1.406362704324548574e-02,-6.692850924284843295e-03,-1.379134226590394974e-02,-1.412733923643827438e-02,-1.384244579821825027e-02,-1.428043842315673828e-02
