x, true, terminal, branch, branch, bsde
-3.040404040404040131e+01,-9.779124066962692208e-01,-9.543664288698656684e-01,-9.907537698745727539e-01,-9.915311932563781738e-01,-9.751841425895690918e-01
-2.898989898989898961e+01,-9.746423444505776246e-01,-9.477964814295410934e-01,-9.887334704399108887e-01,-9.899880290031433105e-01,-9.718438982963562012e-01
-2.757575757575757791e+01,-9.709025555440996547e-01,-9.403397769808251594e-01,-9.862039685249328613e-01,-9.880135655403137207e-01,-9.680418968200683594e-01
-2.616161616161615910e+01,-9.666301004261713681e-01,-9.318944986535737662e-01,-9.830606579780578613e-01,-9.853776097297668457e-01,-9.637110829353332520e-01
-2.474747474747474740e+01,-9.617550208572679393e-01,-9.223524539165752767e-01,-9.791828393936157227e-01,-9.817647933959960938e-01,-9.587818980216979980e-01
-2.333333333333333570e+01,-9.562000022835388524e-01,-9.116003227929415642e-01,-9.744341969490051270e-01,-9.768202900886535645e-01,-9.531833529472351074e-01
-2.191919191919191690e+01,-9.498801742982829754e-01,-8.995215009861547983e-01,-9.686654806137084961e-01,-9.702388644218444824e-01,-9.468420743942260742e-01
-2.050505050505050519e+01,-9.427031099772980038e-01,-8.859986413168794428e-01,-9.617226719856262207e-01,-9.618784785270690918e-01,-9.396837353706359863e-01
-1.909090909090909349e+01,-9.345690978957785777e-01,-8.709169817721655882e-01,-9.534579515457153320e-01,-9.518329501152038574e-01,-9.316285848617553711e-01
-1.767676767676767469e+01,-9.253717735395832200e-01,-8.541685164650849593e-01,-9.437446594238281250e-01,-9.403946995735168457e-01,-9.225867390632629395e-01
-1.626262626262626299e+01,-9.149992080509599113e-01,-8.356570125831239704e-01,-9.324864149093627930e-01,-9.278753399848937988e-01,-9.124541282653808594e-01
-1.484848484848485128e+01,-9.033355594992689142e-01,-8.153037990090656884e-01,-9.196022152900695801e-01,-9.143713712692260742e-01,-9.011073112487792969e-01
-1.343434343434343248e+01,-8.902633920151420410e-01,-7.930541506528423490e-01,-9.049807786941528320e-01,-8.996505737304687500e-01,-8.884045481681823730e-01
-1.202020202020202078e+01,-8.756667572479253092e-01,-7.688839712351154265e-01,-8.884671926498413086e-01,-8.832551240921020508e-01,-8.741955757141113281e-01
-1.060606060606060908e+01,-8.594351062191104562e-01,-7.428063472356178920e-01,-8.700492978096008301e-01,-8.647859692573547363e-01,-8.583469390869140625e-01
-9.191919191919190268e+00,-8.414680532665187451e-01,-7.148774250585991918e-01,-8.502438664436340332e-01,-8.442276120185852051e-01,-8.407979011535644531e-01
-7.777777777777778567e+00,-8.216809438923076137e-01,-6.852009766653156531e-01,-8.302079439163208008e-01,-8.220092058181762695e-01,-8.216316103935241699e-01
-6.363636363636366866e+00,-8.000110838086449405e-01,-6.539309937088769731e-01,-8.110040426254272461e-01,-7.987797856330871582e-01,-8.011159896850585938e-01
-4.949494949494948060e+00,-7.764243703059212631e-01,-6.212717117703228098e-01,-7.920520901679992676e-01,-7.754865884780883789e-01,-7.795096039772033691e-01
-3.535353535353536358e+00,-7.509219381102776314e-01,-5.874746295981817523e-01,-7.687176465988159180e-01,-7.541143894195556641e-01,-7.564572095870971680e-01
-2.121212121212124657e+00,-7.235463060599580665e-01,-5.528323503326417754e-01,-7.329850792884826660e-01,-7.354524731636047363e-01,-7.305845022201538086e-01
-7.070707070707129560e-01,-6.943864109770061521e-01,-5.176694067884358708e-01,-6.973206400871276855e-01,-7.149678468704223633e-01,-7.011313438415527344e-01
7.070707070707129560e-01,-6.635808682824482219e-01,-4.823305932115641848e-01,-6.727219820022583008e-01,-6.716096401214599609e-01,-6.709124445915222168e-01
2.121212121212124657e+00,-6.313188319118137048e-01,-4.471676496673582246e-01,-6.359607577323913574e-01,-6.389964222908020020e-01,-6.408183574676513672e-01
3.535353535353536358e+00,-5.978379578630850233e-01,-4.125253704018182477e-01,-5.988155603408813477e-01,-6.035246253013610840e-01,-6.083380579948425293e-01
4.949494949494948060e+00,-5.634192094334912193e-01,-3.787282882296771902e-01,-5.649274587631225586e-01,-5.663064718246459961e-01,-5.755273699760437012e-01
6.363636363636359761e+00,-5.283785592571776935e-01,-3.460690062911231935e-01,-5.310688614845275879e-01,-5.281080603599548340e-01,-5.418835878372192383e-01
7.777777777777771462e+00,-4.930560020517394393e-01,-3.147990233346845135e-01,-4.956943392753601074e-01,-4.904749393463134766e-01,-5.066065788269042969e-01
9.191919191919197374e+00,-4.578026336943808450e-01,-2.851225749414005861e-01,-4.591269493103027344e-01,-4.538894593715667725e-01,-4.704605937004089355e-01
1.060606060606060908e+01,-4.229668132462265362e-01,-2.571936527643821080e-01,-4.222607016563415527e-01,-4.185893535614013672e-01,-4.344156384468078613e-01
1.202020202020202078e+01,-3.888805524172456174e-01,-2.311160287648845735e-01,-3.860141336917877197e-01,-3.846722841262817383e-01,-3.991831243038177490e-01
1.343434343434343248e+01,-3.558472450135226062e-01,-2.069458493471576510e-01,-3.510888814926147461e-01,-3.520351648330688477e-01,-3.652270436286926270e-01
1.484848484848484418e+01,-3.241316638635405867e-01,-1.846962009909344782e-01,-3.179295361042022705e-01,-3.205205798149108887e-01,-3.328339457511901855e-01
1.626262626262625588e+01,-2.939528527760029708e-01,-1.643429874168761962e-01,-2.867855131626129150e-01,-2.901611924171447754e-01,-3.021790385246276855e-01
1.767676767676768179e+01,-2.654801849962066251e-01,-1.458314835349150407e-01,-2.577819228172302246e-01,-2.612546980381011963e-01,-2.733691334724426270e-01
1.909090909090909349e+01,-2.388325109557642989e-01,-1.290830182278343563e-01,-2.309656888246536255e-01,-2.341845780611038208e-01,-2.464644908905029297e-01
2.050505050505050519e+01,-2.140800300550866342e-01,-1.140013586831206127e-01,-2.063310444355010986e-01,-2.092022448778152466e-01,-2.214884012937545776e-01
2.191919191919191690e+01,-1.912483266229448864e-01,-1.004784990138452017e-01,-1.838327944278717041e-01,-1.863662898540496826e-01,-1.984309256076812744e-01
2.333333333333332860e+01,-1.703239186438458841e-01,-8.839967720705843579e-02,-1.633944362401962280e-01,-1.656042486429214478e-01,-1.772558838129043579e-01
2.474747474747475451e+01,-1.512606690680260990e-01,-7.764754608342477882e-02,-1.449155062437057495e-01,-1.467895060777664185e-01,-1.579050421714782715e-01
2.616161616161616621e+01,-1.339864805743644638e-01,-6.810550134642617826e-02,-1.282778382301330566e-01,-1.297872364521026611e-01,-1.403006017208099365e-01
2.757575757575757791e+01,-1.184098078619213457e-01,-5.966022301917484061e-02,-1.133526563644409180e-01,-1.144727617502212524e-01,-1.243501529097557068e-01
2.898989898989898961e+01,-1.044256509707241487e-01,-5.220351857045890664e-02,-1.000058874487876892e-01,-1.007355898618698120e-01,-1.099493503570556641e-01
3.040404040404040131e+01,-9.192081855904099541e-02,-4.563357113013438715e-02,-8.810295164585113525e-02,-8.847633004188537598e-02,-9.698537737131118774e-02
3.181818181818181301e+01,-8.077835842402419919e-02,-3.985569894588969486e-02,-7.751296460628509521e-02,-7.760132104158401489e-02,-8.534198999404907227e-02
3.323232323232323893e+01,-7.088113747993424196e-02,-3.478272676996957413e-02,-6.811064481735229492e-02,-6.801338493824005127e-02,-7.490394264459609985e-02
3.464646464646465063e+01,-6.211461375311855271e-02,-3.033505956444815244e-02,-5.977784842252731323e-02,-5.960150435566902161e-02,-6.556110084056854248e-02
3.606060606060606233e+01,-5.436888097791942043e-02,-2.644053632137705057e-02,-5.240511894226074219e-02,-5.223641544580459595e-02,-5.721211433410644531e-02
3.747474747474747403e+01,-4.754008612079724250e-02,-2.303412868188542406e-02,-4.589150473475456238e-02,-4.577954486012458801e-02,-4.976597055792808533e-02
3.888888888888888573e+01,-4.153132619455174313e-02,-2.005753653785041779e-02,-4.014438018202781677e-02,-4.009751603007316589e-02,-4.314193502068519592e-02
4.030303030303029743e+01,-3.625312735996000235e-02,-1.745872155285216332e-02,-3.507978469133377075e-02,-3.507630154490470886e-02,-3.726963698863983154e-02
4.171717171717172334e+01,-3.162360017338083917e-02,-1.519140983800704170e-02,-3.062170371413230896e-02,-3.062645718455314636e-02,-3.208589926362037659e-02
4.313131313131313505e+01,-2.756835272186997088e-02,-1.321458692290050640e-02,-2.670155838131904602e-02,-2.668076194822788239e-02,-2.753309346735477448e-02
4.454545454545454675e+01,-2.402023028680339012e-02,-1.149200159022878420e-02,-2.325792051851749420e-02,-2.318930812180042267e-02,-2.355699613690376282e-02
4.595959595959595845e+01,-2.091893740338862662e-02,-9.991689936208025813e-03,-2.023583278059959412e-02,-2.011266164481639862e-02,-2.010508440434932709e-02
4.737373737373737015e+01,-1.821058651156742814e-02,-8.685526986175418074e-03,-1.758596673607826233e-02,-1.741635985672473907e-02,-1.712635532021522522e-02
4.878787878787878185e+01,-1.584720720843307840e-02,-7.548810140686257331e-03,-1.526469923555850983e-02,-1.506728492677211761e-02,-1.457088999450206757e-02
5.020202020202020776e+01,-1.378624153308144473e-02,-6.559876468528791360e-03,-1.323325652629137039e-02,-1.303183846175670624e-02,-1.239024102687835693e-02
5.161616161616161946e+01,-1.199004369491735167e-02,-5.699754236696996657e-03,-1.145727373659610748e-02,-1.127574779093265533e-02,-1.053867302834987640e-02
5.303030303030303116e+01,-1.042539705487960378e-02,-4.951847934391684358e-03,-9.906238876283168793e-03,-9.764856658875942230e-03,-8.973436430096626282e-03
5.444444444444444287e+01,-9.063056800920399336e-03,-4.301655293092898624e-03,-8.553416468203067780e-03,-8.466353639960289001e-03,-7.655433379113674164e-03
5.585858585858585457e+01,-7.877323428053806254e-03,-3.736514333965046397e-03,-7.375088986009359360e-03,-7.350060157477855682e-03,-6.549898535013198853e-03
5.727272727272726627e+01,-6.845649651242347034e-03,-3.245378212767269233e-03,-6.350373383611440659e-03,-6.388826761394739151e-03,-5.625736899673938751e-03
5.868686868686867797e+01,-5.948281576806657700e-03,-2.818615522694412068e-03,-5.460926797240972519e-03,-5.559029988944530487e-03,-4.856341052800416946e-03
6.010101010101010388e+01,-5.167933688558001837e-03,-2.447833712214519952e-03,-4.690536297857761383e-03,-4.840672947466373444e-03,-4.217909649014472961e-03
6.151515151515150137e+01,-4.489496345947419087e-03,-2.125723343862739867e-03,-4.025318194180727005e-03,-4.216739907860755920e-03,-3.690673736855387688e-03
6.292929292929292728e+01,-3.899773943161377598e-03,-1.845921035577402503e-03,-3.452555509284138680e-03,-3.673223778605461121e-03,-3.257081378251314163e-03
6.434343434343435320e+01,-3.387251560201642864e-03,-1.602889069731050498e-03,-2.961502643302083015e-03,-3.198568942025303841e-03,-2.901952248066663742e-03
6.575757575757575069e+01,-2.941887786613806011e-03,-1.391809812942901292e-03,-2.542475238442420959e-03,-2.783081959933042526e-03,-2.612352836877107620e-03
6.717171717171717660e+01,-2.554931366929635850e-03,-1.208493252455478117e-03,-2.187288133427500725e-03,-2.419134601950645447e-03,-2.376142423599958420e-03
6.858585858585857409e+01,-2.218759366903910735e-03,-1.049296115710862676e-03,-1.888513914309442043e-03,-2.100115641951560974e-03,-2.183621050789952278e-03
7.000000000000000000e+01,-1.926734663327489550e-03,-9.110511944006582929e-04,-1.639546127989888191e-03,-1.820656238123774529e-03,-2.025509253144264221e-03
