x, true, terminal, branch, branch, bsde
8.572776724330807951e+00,-5.634192094334911083e-01,-3.787282882296771902e-01,-5.587574243545532227e-01,-5.504426360130310059e-01,-5.758101344108581543e-01
1.102214150271102255e+01,-5.283785592571779155e-01,-3.460690062911233045e-01,-5.224083662033081055e-01,-5.160870552062988281e-01,-5.406709909439086914e-01
1.347150628109126558e+01,-4.930560020517393283e-01,-3.147990233346844025e-01,-4.840582907199859619e-01,-4.802622199058532715e-01,-5.047485232353210449e-01
1.592087105947150860e+01,-4.578026336943809005e-01,-2.851225749414005861e-01,-4.450355172157287598e-01,-4.433824419975280762e-01,-4.682449400424957275e-01
1.837023583785172320e+01,-4.229668132462267582e-01,-2.571936527643823300e-01,-4.069064557552337646e-01,-4.065763354301452637e-01,-4.320178031921386719e-01
2.081960061623196623e+01,-3.888805524172455619e-01,-2.311160287648845180e-01,-3.704735934734344482e-01,-3.708024621009826660e-01,-3.970212340354919434e-01
2.326896539461218083e+01,-3.558472450135227172e-01,-2.069458493471577620e-01,-3.359761536121368408e-01,-3.366414904594421387e-01,-3.637092709541320801e-01
2.571833017299242385e+01,-3.241316638635405312e-01,-1.846962009909344227e-01,-3.035250306129455566e-01,-3.043899834156036377e-01,-3.321506083011627197e-01
2.816769495137263846e+01,-2.939528527760030263e-01,-1.643429874168762517e-01,-2.732309401035308838e-01,-2.742018699645996094e-01,-3.022586405277252197e-01
3.061705972975288148e+01,-2.654801849962067917e-01,-1.458314835349150962e-01,-2.451778352260589600e-01,-2.461727112531661987e-01,-2.739468514919281006e-01
3.306642450813309608e+01,-2.388325109557645765e-01,-1.290830182278344673e-01,-2.193923890590667725e-01,-2.203645408153533936e-01,-2.471945732831954956e-01
3.551578928651333911e+01,-2.140800300550867452e-01,-1.140013586831206682e-01,-1.958405226469039917e-01,-1.967977583408355713e-01,-2.220823764801025391e-01
3.796515406489358213e+01,-1.912483266229448309e-01,-1.004784990138451461e-01,-1.744411438703536987e-01,-1.754350513219833374e-01,-1.987272799015045166e-01
4.041451884327379673e+01,-1.703239186438459396e-01,-8.839967720705849130e-02,-1.550825834274291992e-01,-1.561745256185531616e-01,-1.772197037935256958e-01
4.286388362165403976e+01,-1.512606690680261545e-01,-7.764754608342477882e-02,-1.376360952854156494e-01,-1.388587504625320435e-01,-1.575698405504226685e-01
4.531324840003425436e+01,-1.339864805743646303e-01,-6.810550134642623377e-02,-1.219656690955162048e-01,-1.232996135950088501e-01,-1.397200226783752441e-01
4.776261317841449738e+01,-1.184098078619214012e-01,-5.966022301917484061e-02,-1.079326122999191284e-01,-1.093091964721679688e-01,-1.235825791954994202e-01
5.021197795679471199e+01,-1.044256509707242597e-01,-5.220351857045896216e-02,-9.540016949176788330e-02,-9.672311693429946899e-02,-1.090604811906814575e-01
5.266134273517495501e+01,-9.192081855904099541e-02,-4.563357113013438715e-02,-8.423527330160140991e-02,-8.540935814380645752e-02,-9.606453031301498413e-02
5.511070751355516961e+01,-8.077835842402425470e-02,-3.985569894588975037e-02,-7.431081682443618774e-02,-7.526306807994842529e-02,-8.451195806264877319e-02
5.756007229193541264e+01,-7.088113747993435299e-02,-3.478272676996962964e-02,-6.550575792789459229e-02,-6.619660556316375732e-02,-7.430112361907958984e-02
6.000943707031565566e+01,-6.211461375311855271e-02,-3.033505956444815244e-02,-5.770701915025711060e-02,-5.812900513410568237e-02,-6.530263274908065796e-02
6.245880184869587026e+01,-5.436888097791947594e-02,-2.644053632137710608e-02,-5.080947279930114746e-02,-5.098060891032218933e-02,-5.737037584185600281e-02
6.490816662707611329e+01,-4.754008612079724250e-02,-2.303412868188542406e-02,-4.471611976623535156e-02,-4.467067867517471313e-02,-5.035138130187988281e-02
6.735753140545632789e+01,-4.153132619455174313e-02,-2.005753653785041779e-02,-3.933828324079513550e-02,-3.911774605512619019e-02,-4.410612955689430237e-02
6.980689618383657091e+01,-3.625312735995994684e-02,-1.745872155285210781e-02,-3.459582850337028503e-02,-3.424207866191864014e-02,-3.852323070168495178e-02
7.225626096221678552e+01,-3.162360017338089468e-02,-1.519140983800709721e-02,-3.041585721075534821e-02,-2.996752224862575531e-02,-3.351897746324539185e-02
7.470562574059702854e+01,-2.756835272186997088e-02,-1.321458692290050640e-02,-2.673323825001716614e-02,-2.622316405177116394e-02,-2.903203293681144714e-02
7.715499051897727156e+01,-2.402023028680339012e-02,-1.149200159022878420e-02,-2.349007129669189453e-02,-2.294419892132282257e-02,-2.501702867448329926e-02
7.960435529735748617e+01,-2.091893740338868213e-02,-9.991689936208025813e-03,-2.063408866524696350e-02,-2.007244713604450226e-02,-2.144195325672626495e-02
8.205372007573772919e+01,-1.821058651156742814e-02,-8.685526986175418074e-03,-1.811931654810905457e-02,-1.755664125084877014e-02,-1.827583275735378265e-02
8.450308485411794379e+01,-1.584720720843307840e-02,-7.548810140686257331e-03,-1.590491458773612976e-02,-1.535138301551342010e-02,-1.549478154629468918e-02
8.695244963249818682e+01,-1.378624153308150024e-02,-6.559876468528791360e-03,-1.395487040281295776e-02,-1.341730356216430664e-02,-1.307285856455564499e-02
8.940181441087840142e+01,-1.199004369491735167e-02,-5.699754236696996657e-03,-1.223717071115970612e-02,-1.172033324837684631e-02,-1.098830066621303558e-02
9.185117918925864444e+01,-1.042539705487960378e-02,-4.951847934391684358e-03,-1.072388328611850739e-02,-1.023082062602043152e-02,-9.218379855155944824e-03
9.430054396763888747e+01,-9.063056800920399336e-03,-4.301655293092898624e-03,-9.390179999172687531e-03,-8.923161774873733521e-03,-7.740152068436145782e-03
9.674990874601910207e+01,-7.877323428053806254e-03,-3.736514333965046397e-03,-8.214289322495460510e-03,-7.775169797241687775e-03,-6.529545877128839493e-03
9.919927352439934509e+01,-6.845649651242347034e-03,-3.245378212767269233e-03,-7.177182473242282867e-03,-6.767733488231897354e-03,-5.563905462622642517e-03
1.016486383027795597e+02,-5.948281576806657700e-03,-2.818615522694412068e-03,-6.261868868023157120e-03,-5.884055979549884796e-03,-4.817679058760404587e-03
1.040980030811598027e+02,-5.167933688558001837e-03,-2.447833712214519952e-03,-5.453669466078281403e-03,-5.109911318868398666e-03,-4.262055270373821259e-03
1.065473678595400173e+02,-4.489496345947419087e-03,-2.125723343862739867e-03,-4.739726893603801727e-03,-4.432844463735818863e-03,-3.869175445288419724e-03
1.089967326379202603e+02,-3.899773943161377598e-03,-1.845921035577402503e-03,-4.108293913304805756e-03,-3.841804806143045425e-03,-3.608904313296079636e-03
1.114460974163004749e+02,-3.387251560201642864e-03,-1.602889069731050498e-03,-3.549561602994799614e-03,-3.327386919409036636e-03,-3.451892407611012459e-03
1.138954621946807180e+02,-2.941887786613806011e-03,-1.391809812942901292e-03,-3.054528031498193741e-03,-2.881204243749380112e-03,-3.367361146956682205e-03
1.163448269730609610e+02,-2.554931366929635850e-03,-1.208493252455478117e-03,-2.615929581224918365e-03,-2.495951019227504730e-03,-3.324788529425859451e-03
1.187941917514411756e+02,-2.218759366903910735e-03,-1.049296115710862676e-03,-2.226436976343393326e-03,-2.165298676118254662e-03,-3.301314543932676315e-03
1.212435565298214186e+02,-1.926734663327489550e-03,-9.110511944006582929e-04,-1.880316645838320255e-03,-1.883611665107309818e-03,-3.266214858740568161e-03
