x, true, terminal, branch, branch, dgm, bsde
-6.060606060606059664e-01,1.120824035900158666e+00,9.979614788077360021e-01,1.108994722366333008e+00,1.128082513809204102e+00,1.120887637138366699e+00,1.120627999305725098e+00
-5.252525252525250821e-01,1.103160854790677936e+00,9.751653664115544906e-01,1.089770674705505371e+00,1.110193848609924316e+00,1.103211522102355957e+00,1.102835655212402344e+00
-4.444444444444441977e-01,1.084644557977626267e+00,9.516204041543385728e-01,1.076859712600708008e+00,1.088036775588989258e+00,1.084678173065185547e+00,1.083699584007263184e+00
-3.636363636363633134e-01,1.065275795573765061e+00,9.273679158233342212e-01,1.060855507850646973e+00,1.065756440162658691e+00,1.065289020538330078e+00,1.063897967338562012e+00
-2.828282828282824291e-01,1.045060932046182556e+00,9.024562833954075103e-01,1.040242433547973633e+00,1.044542908668518066e+00,1.045052051544189453e+00,1.044020295143127441e+00
-2.020202020202015447e-01,1.024012482736653906e+00,8.769407577469698900e-01,1.018564462661743164e+00,1.022023797035217285e+00,1.023981571197509766e+00,1.024139761924743652e+00
-1.212121212121211045e-01,1.002149487837360908e+00,8.508831304832509268e-01,9.958313703536987305e-01,1.000270485877990723e+00,1.002098321914672852e+00,1.003839850425720215e+00
-4.040404040404022012e-02,9.794978073741706925e-01,8.243512657481927297e-01,9.718181490898132324e-01,9.786192774772644043e-01,9.794296026229858398e-01,9.824733734130859375e-01
4.040404040404066421e-02,9.560903212633840020e-01,7.974184956061298735e-01,9.470769166946411133e-01,9.566432237625122070e-01,9.560098648071289062e-01,9.596467018127441406e-01
1.212121212121219926e-01,9.319670197712177639e-01,7.701628875204825642e-01,9.219620823860168457e-01,9.343201518058776855e-01,9.318793416023254395e-01,9.356454014778137207e-01
2.020202020202024329e-01,9.071749717608705854e-01,7.426663973395110085e-01,8.967054486274719238e-01,9.107856750488281250e-01,9.070841073989868164e-01,9.109941720962524414e-01
2.828282828282828731e-01,8.817681609572927126e-01,7.150139257647092350e-01,8.715798258781433105e-01,8.851860761642456055e-01,8.816770315170288086e-01,8.858790397644042969e-01
3.636363636363642016e-01,8.558071840401166863e-01,6.872923002570162643e-01,8.466336131095886230e-01,8.577494621276855469e-01,8.557165861129760742e-01,8.601425290107727051e-01
4.444444444444446418e-01,8.293588085804717291e-01,6.595892074874978306e-01,8.217092752456665039e-01,8.296200633049011230e-01,8.292671442031860352e-01,8.336933255195617676e-01
5.252525252525259702e-01,8.024953935032512753e-01,6.319921035649416208e-01,7.965457439422607422e-01,8.018420338630676270e-01,8.023990392684936523e-01,8.067975044250488281e-01
6.060606060606064105e-01,7.752941796707012445e-01,6.045871302370376954e-01,7.708664536476135254e-01,7.747296690940856934e-01,7.751868963241577148e-01,7.798679471015930176e-01
6.868686868686868507e-01,7.478364630975700145e-01,5.774580650020596506e-01,7.445087432861328125e-01,7.480379343032836914e-01,7.477110028266906738e-01,7.531456947326660156e-01
7.676767676767681792e-01,7.202066679541645478e-01,5.506853316011982580e-01,7.174920439720153809e-01,7.213686704635620117e-01,7.200546264648437500e-01,7.266200184822082520e-01
8.484848484848486194e-01,6.924913406225859935e-01,5.243450947822226871e-01,6.899724006652832031e-01,6.944283246994018555e-01,6.923047304153442383e-01,7.001267671585083008e-01
9.292929292929299478e-01,6.647780893948169734e-01,4.985084596968755166e-01,6.621573567390441895e-01,6.671128273010253906e-01,6.645496487617492676e-01,6.734533309936523438e-01
1.010101010101010388e+00,6.371544967318629737e-01,4.732407920359148479e-01,6.342598199844360352e-01,6.394932866096496582e-01,6.368788480758666992e-01,6.464252471923828125e-01
1.090909090909091717e+00,6.097070321922214431e-01,4.486011702721476313e-01,6.064876914024353027e-01,6.117586493492126465e-01,6.093810200691223145e-01,6.189787983894348145e-01
1.171717171717172157e+00,5.825199941088740063e-01,4.246419764437820432e-01,5.790352225303649902e-01,5.841412544250488281e-01,5.821435451507568359e-01,5.912050008773803711e-01
1.252525252525252597e+00,5.556745068485486883e-01,4.014086270332518636e-01,5.520607233047485352e-01,5.568537116050720215e-01,5.552509427070617676e-01,5.633386373519897461e-01
1.333333333333333925e+00,5.292475981056755652e-01,3.789394409215252613e-01,5.256690382957458496e-01,5.300529599189758301e-01,5.287832617759704590e-01,5.356982946395874023e-01
1.414141414141414366e+00,5.033113773178075068e-01,3.572656373265586938e-01,4.999127984046936035e-01,5.038350224494934082e-01,5.028161406517028809e-01,5.086075663566589355e-01
1.494949494949495694e+00,4.779323321491016352e-01,3.364114532189830253e-01,4.748136997222900391e-01,4.782501757144927979e-01,4.774190485477447510e-01,4.823309779167175293e-01
1.575757575757576134e+00,4.531707553235519992e-01,3.163943670453682189e-01,4.503858685493469238e-01,4.533267617225646973e-01,4.526546001434326172e-01,4.570365548133850098e-01
1.656565656565657463e+00,4.290803091692928506e-01,2.972254137214191405e-01,4.266495108604431152e-01,4.290918409824371338e-01,4.285781979560852051e-01,4.327917098999023438e-01
1.737373737373737903e+00,4.057077303274220226e-01,2.789095747754435362e-01,4.036322534084320068e-01,4.055827558040618896e-01,4.052376151084899902e-01,4.095829129219055176e-01
1.818181818181818343e+00,3.830926724302612940e-01,2.614462271744772415e-01,3.813630938529968262e-01,3.828464150428771973e-01,3.826728165149688721e-01,3.873463273048400879e-01
1.898989898989899672e+00,3.612676803749923504e-01,2.448296346666068712e-01,3.598646223545074463e-01,3.609294295310974121e-01,3.609156608581542969e-01,3.659986257553100586e-01
1.979797979797980112e+00,3.402582862709919165e-01,2.290494663156802391e-01,3.391507267951965332e-01,3.398654162883758545e-01,3.399901986122131348e-01,3.454603552818298340e-01
2.060606060606061440e+00,3.200832143304708222e-01,2.140913281695880632e-01,3.192268013954162598e-01,3.196702003479003906e-01,3.199131488800048828e-01,3.256683945655822754e-01
2.141414141414141881e+00,3.007546799542465954e-01,1.999372955690716103e-01,3.000954389572143555e-01,3.003432154655456543e-01,3.006940186023712158e-01,3.065819144248962402e-01
2.222222222222222321e+00,2.822787670378605895e-01,1.865664353546626353e-01,2.817615270614624023e-01,2.818756103515625000e-01,2.823357284069061279e-01,2.881819307804107666e-01
2.303030303030303649e+00,2.646558670433081240e-01,1.739553090607111885e-01,2.642353475093841553e-01,2.642568349838256836e-01,2.648353576660156250e-01,2.704672813415527344e-01
2.383838383838384090e+00,2.478811635687220849e-01,1.620784500086346058e-01,2.475298643112182617e-01,2.474779337644577026e-01,2.481842488050460815e-01,2.534509599208831787e-01
2.464646464646465418e+00,2.319451468983662057e-01,1.509088089553301260e-01,2.316557168960571289e-01,2.315324097871780396e-01,2.323693037033081055e-01,2.371530234813690186e-01
2.545454545454545858e+00,2.168341442103959293e-01,1.404181645637291587e-01,2.166145592927932739e-01,2.164136469364166260e-01,2.173732966184616089e-01,2.215968072414398193e-01
2.626262626262627187e+00,2.025308526383026719e-01,1.305774964043997510e-01,2.023956328630447388e-01,2.021122425794601440e-01,2.031753957271575928e-01,2.068019658327102661e-01
2.707070707070707627e+00,1.890148641063187640e-01,1.213573194488593576e-01,1.889766603708267212e-01,1.886148750782012939e-01,1.897521018981933594e-01,1.927839815616607666e-01
2.787878787878788067e+00,1.762631726825200362e-01,1.127279800686940836e-01,1.763270795345306396e-01,1.759023517370223999e-01,1.770773231983184814e-01,1.795490980148315430e-01
2.868686868686869396e+00,1.642506570240750419e-01,1.046599144119828989e-01,1.644123792648315430e-01,1.639498174190521240e-01,1.651236265897750854e-01,1.670938432216644287e-01
2.949494949494949836e+00,1.529505322523503352e-01,9.712387070002281853e-02,1.531977951526641846e-01,1.527268290519714355e-01,1.538620591163635254e-01,1.554061919450759888e-01
3.030303030303031164e+00,1.423347672347946291e-01,9.009109748854948752e-02,1.426492035388946533e-01,1.421986669301986694e-01,1.432626545429229736e-01,1.444637328386306763e-01
3.111111111111111605e+00,1.323744647261872742e-01,8.353350028758110835e-02,1.327348053455352783e-01,1.323278844356536865e-01,1.332953274250030518e-01,1.342360526323318481e-01
3.191919191919192933e+00,1.230402031102269950e-01,7.742376915336869614e-02,1.234245449304580688e-01,1.230753436684608459e-01,1.239296346902847290e-01,1.246865019202232361e-01
3.272727272727273373e+00,1.143023395731611047e-01,7.173547997565898893e-02,1.146897226572036743e-01,1.144017949700355530e-01,1.151351481676101685e-01,1.157735362648963928e-01
3.353535353535353813e+00,1.061312754347485121e-01,6.644317220387647993e-02,1.065031737089157104e-01,1.062695831060409546e-01,1.068819761276245117e-01,1.074538230895996094e-01
3.434343434343435142e+00,9.849768506714115524e-02,6.152240570564834060e-02,9.883859753608703613e-02,9.864416718482971191e-02,9.914065897464752197e-02,9.968462586402893066e-02
3.515151515151515582e+00,9.137271036403743496e-02,5.694979934727271986e-02,9.167028963565826416e-02,9.149462729692459106e-02,9.188251197338104248e-02,9.242608398199081421e-02
3.595959595959596911e+00,8.472812309920438323e-02,5.270305374304429247e-02,8.497392386198043823e-02,8.479432761669158936e-02,8.507959544658660889e-02,8.564402908086776733e-02
3.676767676767677351e+00,7.853645775569438603e-02,4.876096045136693591e-02,7.872523367404937744e-02,7.852108031511306763e-02,7.870499044656753540e-02,7.930988073348999023e-02
3.757575757575757791e+00,7.277111753579423858e-02,4.510339971078841659e-02,7.290104776620864868e-02,7.265655696392059326e-02,7.273271679878234863e-02,7.340149581432342529e-02
3.838383838383839120e+00,6.740645629740771305e-02,4.171132861691655147e-02,6.747848540544509888e-02,6.718540191650390625e-02,6.713778525590896606e-02,6.790127605199813843e-02
3.919191919191919560e+00,6.241783912426497605e-02,3.856676144829179059e-02,6.243567541241645813e-02,6.209433823823928833e-02,6.189649552106857300e-02,6.279383599758148193e-02
4.000000000000000000e+00,5.778168414241333095e-02,3.565274366076681689e-02,5.775121971964836121e-02,5.737090855836868286e-02,5.698605626821517944e-02,5.806388705968856812e-02
