x, true, terminal
8.181818181818182323e-01,1.054008389285760794e+00,1.054008389285760794e+00
8.282828282828283983e-01,1.056535311175532899e+00,1.056535311175532899e+00
8.383838383838384534e-01,1.059049077977182618e+00,1.059049077977182618e+00
8.484848484848485084e-01,1.061549666883703669e+00,1.061549666883703669e+00
8.585858585858586745e-01,1.064037056622842758e+00,1.064037056622842758e+00
8.686868686868687295e-01,1.066511227445056331e+00,1.066511227445056331e+00
8.787878787878788955e-01,1.068972161111221064e+00,1.068972161111221064e+00
8.888888888888889506e-01,1.071419840880098562e+00,1.071419840880098562e+00
8.989898989898991166e-01,1.073854251495568013e+00,1.073854251495568013e+00
9.090909090909091717e-01,1.076275379173632141e+00,1.076275379173632141e+00
9.191919191919192267e-01,1.078683211589201330e+00,1.078683211589201330e+00
9.292929292929293927e-01,1.081077737862672139e+00,1.081077737862672139e+00
9.393939393939394478e-01,1.083458948546298872e+00,1.083458948546298872e+00
9.494949494949496138e-01,1.085826835610371965e+00,1.085826835610371965e+00
9.595959595959596689e-01,1.088181392429206973e+00,1.088181392429206973e+00
9.696969696969697239e-01,1.090522613766956583e+00,1.090522613766956583e+00
9.797979797979798899e-01,1.092850495763250551e+00,1.092850495763250551e+00
9.898989898989899450e-01,1.095165035918667318e+00,1.095165035918667318e+00
1.000000000000000000e+00,1.097466233080056419e+00,1.097466233080056419e+00
