x, true, terminal, branch, branch, dgm, bsde
1.117976950564578686e+00,-5.978379578630851343e-01,-4.125253704018182477e-01,-6.038862466812133789e-01,-6.018732190132141113e-01,-6.167414784431457520e-01,-6.052475571632385254e-01
1.565167730790410161e+00,-5.634192094334911083e-01,-3.787282882296771902e-01,-5.685997009277343750e-01,-5.686867237091064453e-01,-5.806313753128051758e-01,-5.721316933631896973e-01
2.012358511016241636e+00,-5.283785592571776935e-01,-3.460690062911231379e-01,-5.321270227432250977e-01,-5.334018468856811523e-01,-5.436400175094604492e-01,-5.387343168258666992e-01
2.459549291242073110e+00,-4.930560020517392728e-01,-3.147990233346843469e-01,-4.952858388423919678e-01,-4.966768622398376465e-01,-5.062330961227416992e-01,-5.046194195747375488e-01
2.906740071467904585e+00,-4.578026336943810115e-01,-2.851225749414006971e-01,-4.587786197662353516e-01,-4.601099491119384766e-01,-4.688956141471862793e-01,-4.698286950588226318e-01
3.353930851693736059e+00,-4.229668132462265917e-01,-2.571936527643822190e-01,-4.229943156242370605e-01,-4.243512749671936035e-01,-4.320937097072601318e-01,-4.347342550754547119e-01
3.801121631919567534e+00,-3.888805524172456174e-01,-2.311160287648845735e-01,-3.881804347038269043e-01,-3.896133005619049072e-01,-3.962476849555969238e-01,-3.998557925224304199e-01
4.248312412145399009e+00,-3.558472450135226062e-01,-2.069458493471576510e-01,-3.545785248279571533e-01,-3.560795187950134277e-01,-3.617138564586639404e-01,-3.657531738281250000e-01
4.695503192371230483e+00,-3.241316638635405312e-01,-1.846962009909344227e-01,-3.224332034587860107e-01,-3.239631056785583496e-01,-3.287776708602905273e-01,-3.329359889030456543e-01
5.142693972597061958e+00,-2.939528527760028043e-01,-1.643429874168760851e-01,-2.919563353061676025e-01,-2.934680283069610596e-01,-2.976527810096740723e-01,-3.018022179603576660e-01
5.589884752822893432e+00,-2.654801849962067362e-01,-1.458314835349150962e-01,-2.633025944232940674e-01,-2.647592425346374512e-01,-2.684850096702575684e-01,-2.726186215877532959e-01
6.037075533048724907e+00,-2.388325109557643544e-01,-1.290830182278343563e-01,-2.365697622299194336e-01,-2.379521876573562622e-01,-2.413589209318161011e-01,-2.455232888460159302e-01
6.484266313274556381e+00,-2.140800300550866342e-01,-1.140013586831206127e-01,-2.118070870637893677e-01,-2.131120413541793823e-01,-2.163055688142776489e-01,-2.205476462841033936e-01
6.931457093500387856e+00,-1.912483266229448309e-01,-1.004784990138451461e-01,-1.890243589878082275e-01,-1.902577131986618042e-01,-1.933113783597946167e-01,-1.976417750120162964e-01
7.378647873726219331e+00,-1.703239186438458286e-01,-8.839967720705843579e-02,-1.681976616382598877e-01,-1.693663001060485840e-01,-1.723265200853347778e-01,-1.767051815986633301e-01
7.825838653952050805e+00,-1.512606690680261545e-01,-7.764754608342477882e-02,-1.492726802825927734e-01,-1.503798216581344604e-01,-1.532730609178543091e-01,-1.576114147901535034e-01
8.273029434177882280e+00,-1.339864805743645193e-01,-6.810550134642617826e-02,-1.321695446968078613e-01,-1.332128942012786865e-01,-1.360525786876678467e-01,-1.402267515659332275e-01
8.720220214403713754e+00,-1.184098078619213457e-01,-5.966022301917484061e-02,-1.167879924178123474e-01,-1.177598237991333008e-01,-1.205525249242782593e-01,-1.244197338819503784e-01
9.167410994629545229e+00,-1.044256509707241487e-01,-5.220351857045890664e-02,-1.030133515596389771e-01,-1.039015054702758789e-01,-1.066521033644676208e-01,-1.100654825568199158e-01
9.614601774855376703e+00,-9.192081855904093990e-02,-4.563357113013438715e-02,-9.072292596101760864e-02,-9.151277691125869751e-02,-9.422662109136581421e-02,-9.704755246639251709e-02
1.006179255508120818e+01,-8.077835842402414368e-02,-3.985569894588963935e-02,-7.979032397270202637e-02,-8.046658337116241455e-02,-8.315143734216690063e-02,-8.525944501161575317e-02
1.050898333530703965e+01,-7.088113747993429747e-02,-3.478272676996962964e-02,-7.009042799472808838e-02,-7.063923776149749756e-02,-7.330471277236938477e-02,-7.460585236549377441e-02
1.095617411553287113e+01,-6.211461375311855271e-02,-3.033505956444815244e-02,-6.150208786129951477e-02,-6.191348284482955933e-02,-6.456942856311798096e-02,-6.500460207462310791e-02
1.140336489575870260e+01,-5.436888097791942043e-02,-2.644053632137705057e-02,-5.391038581728935242e-02,-5.418019369244575500e-02,-5.683499574661254883e-02,-5.638675764203071594e-02
1.185055567598453408e+01,-4.754008612079724250e-02,-2.303412868188542406e-02,-4.720822721719741821e-02,-4.733932390809059143e-02,-4.999802634119987488e-02,-4.869446158409118652e-02
1.229774645621036555e+01,-4.153132619455168761e-02,-2.005753653785036228e-02,-4.129725694656372070e-02,-4.129983112215995789e-02,-4.396291449666023254e-02,-4.187900573015213013e-02
1.274493723643619703e+01,-3.625312735995994684e-02,-1.745872155285210781e-02,-3.608803078532218933e-02,-3.597918897867202759e-02,-3.864196315407752991e-02,-3.589519113302230835e-02
1.319212801666202850e+01,-3.162360017338083917e-02,-1.519140983800704170e-02,-3.150011226534843445e-02,-3.130196779966354370e-02,-3.395526856184005737e-02,-3.069807216525077820e-02
1.363931879688785997e+01,-2.756835272186997088e-02,-1.321458692290050640e-02,-2.746149897575378418e-02,-2.719951793551445007e-02,-2.983064018189907074e-02,-2.623908221721649170e-02
1.408650957711369145e+01,-2.402023028680339012e-02,-1.149200159022878420e-02,-2.390828542411327362e-02,-2.360941842198371887e-02,-2.620297111570835114e-02,-2.246315404772758484e-02
1.453370035733952292e+01,-2.091893740338862662e-02,-9.991689936208025813e-03,-2.078411355614662170e-02,-2.047396078705787659e-02,-2.301397174596786499e-02,-1.930901035666465759e-02
1.498089113756535440e+01,-1.821058651156742814e-02,-8.685526986175418074e-03,-1.803914085030555725e-02,-1.774099841713905334e-02,-2.021149173378944397e-02,-1.670936681330204010e-02
1.542808191779118587e+01,-1.584720720843302288e-02,-7.548810140686257331e-03,-1.562984101474285126e-02,-1.536295376718044281e-02,-1.774924620985984802e-02,-1.459225080907344818e-02
1.587527269801701735e+01,-1.378624153308144473e-02,-6.559876468528791360e-03,-1.351764798164367676e-02,-1.329679228365421295e-02,-1.558610517531633377e-02,-1.288452185690402985e-02
1.632246347824284882e+01,-1.199004369491735167e-02,-5.699754236696996657e-03,-1.166882645338773727e-02,-1.150398794561624527e-02,-1.368562411516904831e-02,-1.151433587074279785e-02
1.676965425846868030e+01,-1.042539705487960378e-02,-4.951847934391684358e-03,-1.005350984632968903e-02,-9.949741885066032410e-03,-1.201571710407733917e-02,-1.041434425860643387e-02
1.721684503869451177e+01,-9.063056800920399336e-03,-4.301655293092898624e-03,-8.645524270832538605e-03,-8.603868074715137482e-03,-1.054793875664472580e-02,-9.522738866508007050e-03
1.766403581892034325e+01,-7.877323428053806254e-03,-3.736514333965046397e-03,-7.421779446303844452e-03,-7.439211010932922363e-03,-9.257356636226177216e-03,-8.786782622337341309e-03
1.811122659914617472e+01,-6.845649651242347034e-03,-3.245378212767269233e-03,-6.361342966556549072e-03,-6.432206835597753525e-03,-8.122019469738006592e-03,-8.162964135408401489e-03
1.855841737937200620e+01,-5.948281576806657700e-03,-2.818615522694412068e-03,-5.446049384772777557e-03,-5.562481470406055450e-03,-7.122607436031103134e-03,-7.616443093866109848e-03
1.900560815959783767e+01,-5.167933688558001837e-03,-2.447833712214519952e-03,-4.659567493945360184e-03,-4.812127444893121719e-03,-6.242242641746997833e-03,-7.120964583009481430e-03
1.945279893982366914e+01,-4.489496345947419087e-03,-2.125723343862739867e-03,-3.987106494605541229e-03,-4.165539052337408066e-03,-5.466046743094921112e-03,-6.657383404672145844e-03
1.989998972004950062e+01,-3.899773943161377598e-03,-1.845921035577402503e-03,-3.415593178942799568e-03,-3.609463572502136230e-03,-4.781054798513650894e-03,-6.210922263562679291e-03
2.034718050027533209e+01,-3.387251560201642864e-03,-1.602889069731050498e-03,-2.933345269411802292e-03,-3.132522106170654297e-03,-4.175831563770771027e-03,-5.770379677414894104e-03
2.079437128050116357e+01,-2.941887786613806011e-03,-1.391809812942901292e-03,-2.529766876250505447e-03,-2.724715974181890488e-03,-3.640493843704462051e-03,-5.326637998223304749e-03
2.124156206072699504e+01,-2.554931366929635850e-03,-1.208493252455478117e-03,-2.195563632994890213e-03,-2.377617405727505684e-03,-3.166253445670008659e-03,-4.870656412094831467e-03
2.168875284095282652e+01,-2.218759366903910735e-03,-1.049296115710862676e-03,-1.922413357533514500e-03,-2.083690371364355087e-03,-2.745504956692457199e-03,-4.394149873405694962e-03
2.213594362117865799e+01,-1.926734663327489550e-03,-9.110511944006582929e-04,-1.702735899016261101e-03,-1.836626208387315273e-03,-2.371580572798848152e-03,-3.887888742610812187e-03
