x, true, terminal, branch, branch, bsde
3.726779962499648491e+01,-2.856375705089442274e-01,-1.588691048809152129e-01,-2.661092579364776611e-01,-2.656614184379577637e-01,-6.398776054382324219e+00
3.952645414772354115e+01,-2.654801849962068472e-01,-1.458314835349151517e-01,-2.464603185653686523e-01,-2.461555004119873047e-01,-6.406354427337646484e+00
4.178510867045062582e+01,-2.462549371547653743e-01,-1.336937358938535270e-01,-2.278643846511840820e-01,-2.276863157749176025e-01,-6.415069580078125000e+00
4.404376319317768207e+01,-2.279897826742608435e-01,-1.224214389862130492e-01,-2.103515565395355225e-01,-2.102652043104171753e-01,-6.426053524017333984e+00
4.630241771590473832e+01,-2.107006793915972565e-01,-1.119767096197469836e-01,-1.939258873462677002e-01,-1.938897669315338135e-01,-6.439969539642333984e+00
4.856107223863179456e+01,-1.943925263783631840e-01,-1.023192035080701667e-01,-1.785711348056793213e-01,-1.785458624362945557e-01,-6.456779479980468750e+00
5.081972676135885081e+01,-1.790602656600572828e-01,-9.340700471683216488e-02,-1.642542481422424316e-01,-1.642100512981414795e-01,-6.475918769836425781e+00
5.307838128408590705e+01,-1.646900854035796002e-01,-8.519740106158840698e-02,-1.509326994419097900e-01,-1.508510857820510864e-01,-6.496386528015136719e+00
5.533703580681296330e+01,-1.512606690680262655e-01,-7.764754608342483433e-02,-1.385578960180282593e-01,-1.384322047233581543e-01,-6.517178535461425781e+00
5.759569032954004797e+01,-1.387444426923091223e-01,-7.071501202714364220e-02,-1.270795315504074097e-01,-1.269121468067169189e-01,-6.537398338317871094e+00
5.985434485226710422e+01,-1.271087812451697219e-01,-6.435824095339864881e-02,-1.164475455880165100e-01,-1.162464618682861328e-01,-6.556496620178222656e+00
6.211299937499416046e+01,-1.163171439776559679e-01,-5.853690287436791317e-02,-1.066123247146606445e-01,-1.063896045088768005e-01,-6.574181556701660156e+00
6.437165389772121671e+01,-1.063301173604588867e-01,-5.321217077391110495e-02,-9.752613306045532227e-02,-9.729448705911636353e-02,-6.590406894683837891e+00
6.663030842044827295e+01,-9.710635201123690718e-02,-4.834692271989782242e-02,-8.914263546466827393e-02,-8.891447633504867554e-02,-6.605557441711425781e+00
6.888896294317532920e+01,-8.860338674827439309e-02,-4.390588114993904112e-02,-8.141692727804183960e-02,-8.120332658290863037e-02,-6.619574546813964844e+00
7.114761746590238545e+01,-8.077835842402419919e-02,-3.985569894588969486e-02,-7.430593669414520264e-02,-7.411600649356842041e-02,-6.631448268890380859e+00
7.340627198862947012e+01,-7.358860048952731159e-02,-3.616500122018773133e-02,-6.776815652847290039e-02,-6.760887801647186279e-02,-6.639288425445556641e+00
7.566492651135652636e+01,-6.699213639565843037e-02,-3.280439090994280438e-02,-6.176356598734855652e-02,-6.164043396711349487e-02,-6.643290519714355469e+00
7.792358103408358261e+01,-6.094807607924496162e-02,-2.974642538407418213e-02,-5.625391751527786255e-02,-5.617065355181694031e-02,-6.648813724517822266e+00
8.018223555681063885e+01,-5.541692506777168292e-02,-2.696557036809021923e-02,-5.120320990681648254e-02,-5.116193741559982300e-02,-6.661633491516113281e+00
8.244089007953769510e+01,-5.036081632925182294e-02,-2.443813661833271755e-02,-4.657689854502677917e-02,-4.657874628901481628e-02,-6.679649353027343750e+00
8.469954460226475135e+01,-4.574367505102172604e-02,-2.214220395813215614e-02,-4.234273731708526611e-02,-4.238770157098770142e-02,-6.710262298583984375e+00
8.695819912499180759e+01,-4.153132619455174313e-02,-2.005753653785041779e-02,-3.847034648060798645e-02,-3.855740278959274292e-02,-6.747155189514160156e+00
8.921685364771889226e+01,-3.769155406487795235e-02,-1.816549250715565611e-02,-3.493144363164901733e-02,-3.505876660346984863e-02,-6.770466804504394531e+00
9.147550817044594851e+01,-3.419412235356678043e-02,-1.644893069341796243e-02,-3.169988840818405151e-02,-3.186454251408576965e-02,-6.794526576995849609e+00
9.373416269317300475e+01,-3.101076224297150130e-02,-1.489211636326032151e-02,-2.875101007521152496e-02,-2.894930168986320496e-02,-6.821511268615722656e+00
9.599281721590006100e+01,-2.811513525764969268e-02,-1.348062770084584860e-02,-2.606254443526268005e-02,-2.628949657082557678e-02,-6.847148895263671875e+00
9.825147173862711725e+01,-2.548277666038978317e-02,-1.220126426063605773e-02,-2.361394837498664856e-02,-2.386333979666233063e-02,-6.872750282287597656e+00
1.005101262613541735e+02,-2.309102434581139507e-02,-1.104195833749477273e-02,-2.138586714863777161e-02,-2.165042981505393982e-02,-6.903855800628662109e+00
1.027687807840812297e+02,-2.091893740338868213e-02,-9.991689936208025813e-03,-1.936105266213417053e-02,-1.963199675083160400e-02,-6.943429470062255859e+00
1.050274353068083144e+02,-1.894720781489001027e-02,-9.040405808933116294e-03,-1.752333715558052063e-02,-1.779071614146232605e-02,-6.989064693450927734e+00
1.072860898295353707e+02,-1.715806812312059559e-02,-8.178942856282123142e-03,-1.585837267339229584e-02,-1.611028611660003662e-02,-7.036103725433349609e+00
1.095447443522624269e+02,-1.553519735940661617e-02,-7.398956049719684902e-03,-1.435245014727115631e-02,-1.457600854337215424e-02,-7.082051277160644531e+00
1.118033988749894831e+02,-1.406362704324548574e-02,-6.692850924284843295e-03,-1.299373526126146317e-02,-1.317401789128780365e-02,-7.127767086029052734e+00
